"","HarvestDate","Cover","Crop","WaterTreat","NitroTreat","Block","radn","RadInt","RadIntSum"
"3590",2015-09-10,0,"Wheat","Irrigated","Low N","4",15.3,0,0
"3591",2015-09-10,0,"Wheat","Dryland","High N","1",15.3,0,0
"3592",2015-09-10,0,"Wheat","Irrigated","High N","4",15.3,0,0
"3593",2015-09-10,0,"Wheat","Dryland","Low N","2",15.3,0,0
"3594",2015-09-10,0,"Wheat","Dryland","Median N","3",15.3,0,0
"3595",2015-09-10,0.00125270210499578,"Wheat","Dryland","Low N","4",15.3,0.0191663422064354,0.0191663422064354
"3596",2015-09-10,0,"Wheat","Irrigated","Median N","3",15.3,0,0
"3597",2015-09-10,0,"Wheat","Irrigated","Median N","2",15.3,0,0
"3598",2015-09-10,0,"Wheat","Dryland","Median N","2",15.3,0,0
"3599",2015-09-10,0,"Wheat","Irrigated","Low N","2",15.3,0,0
"3600",2015-09-10,0,"Wheat","Irrigated","High N","3",15.3,0,0
"3601",2015-09-11,0,"Wheat","Irrigated","High N","2",7.3,0,0
"3602",2015-09-11,0,"Wheat","Dryland","Median N","4",7.3,0,0
"3603",2015-09-11,0,"Wheat","Dryland","High N","2",7.3,0,0
"3604",2015-09-11,0,"Wheat","Irrigated","Low N","4",7.3,0,0
"3605",2015-09-11,0,"Wheat","Dryland","Median N","1",7.3,0,0
"3606",2015-09-11,0,"Wheat","Irrigated","Median N","3",7.3,0,0
"3607",2015-09-11,0,"Wheat","Dryland","Low N","3",7.3,0,0
"3608",2015-09-11,0,"Wheat","Dryland","High N","4",7.3,0,0
"3609",2015-09-11,0,"Wheat","Irrigated","Median N","4",7.3,0,0
"3610",2015-09-11,0.00242018074240973,"Wheat","Irrigated","Low N","2",7.3,0.017667319419591,0.017667319419591
"3611",2015-09-11,0.00471099479607412,"Wheat","Dryland","Low N","2",7.3,0.0343902620113411,0.0343902620113411
"3612",2015-09-11,0,"Wheat","Dryland","Median N","3",7.3,0,0
"3613",2015-09-11,0,"Wheat","Dryland","High N","3",7.3,0,0
"3614",2015-09-11,0.0043699743012571,"Wheat","Dryland","Low N","1",7.3,0.0319008123991768,0.0319008123991768
"3615",2015-09-11,0,"Wheat","Irrigated","Low N","1",7.3,0,0
"3616",2015-09-11,0,"Wheat","Irrigated","High N","4",7.3,0,0
"3617",2015-09-11,0,"Wheat","Dryland","Median N","2",7.3,0,0
"3618",2015-09-11,0,"Wheat","Irrigated","High N","3",7.3,0,0
"3619",2015-09-11,0,"Wheat","Irrigated","Median N","1",7.3,0,0
"3620",2015-09-11,0,"Wheat","Irrigated","Median N","2",7.3,0,0
"3621",2015-09-11,0.00958589143563696,"Wheat","Dryland","Low N","4",7.3,0.0699770074801498,0.0891433496865852
"3622",2015-09-11,0,"Wheat","Dryland","High N","1",7.3,0,0
"3623",2015-09-11,0,"Wheat","Irrigated","Low N","3",7.3,0,0
"3624",2015-09-11,0,"Wheat","Irrigated","High N","1",7.3,0,0
"3625",2015-09-12,0,"Wheat","Irrigated","High N","2",12.3,0,0
"3626",2015-09-12,0,"Wheat","Irrigated","Median N","3",12.3,0,0
"3627",2015-09-12,0,"Wheat","Irrigated","Median N","4",12.3,0,0
"3628",2015-09-12,0,"Wheat","Irrigated","High N","4",12.3,0,0
"3629",2015-09-12,0,"Wheat","Irrigated","Low N","1",12.3,0,0
"3630",2015-09-12,0,"Wheat","Dryland","High N","2",12.3,0,0
"3631",2015-09-12,0.0179190807662781,"Wheat","Dryland","Low N","4",12.3,0.220404693425221,0.309548043111806
"3632",2015-09-12,0,"Wheat","Irrigated","Median N","1",12.3,0,0
"3633",2015-09-12,0,"Wheat","Dryland","Median N","1",12.3,0,0
"3634",2015-09-12,0,"Wheat","Dryland","Median N","4",12.3,0,0
"3635",2015-09-12,0,"Wheat","Irrigated","Low N","3",12.3,0,0
"3636",2015-09-12,0.00911844732704373,"Wheat","Irrigated","Low N","2",12.3,0.112156902122638,0.129824221542229
"3637",2015-09-12,0,"Wheat","Dryland","High N","1",12.3,0,0
"3638",2015-09-12,0,"Wheat","Irrigated","High N","1",12.3,0,0
"3639",2015-09-12,0,"Wheat","Irrigated","High N","3",12.3,0,0
"3640",2015-09-12,0,"Wheat","Irrigated","Median N","2",12.3,0,0
"3641",2015-09-12,0,"Wheat","Dryland","High N","4",12.3,0,0
"3642",2015-09-12,0.0114885500575684,"Wheat","Dryland","Low N","1",12.3,0.141309165708091,0.173209978107268
"3643",2015-09-12,0.0111673568684314,"Wheat","Dryland","Low N","2",12.3,0.137358489481706,0.171748751493047
"3644",2015-09-12,0,"Wheat","Dryland","Low N","3",12.3,0,0
"3645",2015-09-12,0,"Wheat","Irrigated","Low N","4",12.3,0,0
"3646",2015-09-12,0,"Wheat","Dryland","Median N","2",12.3,0,0
"3647",2015-09-12,0,"Wheat","Dryland","Median N","3",12.3,0,0
"3648",2015-09-12,0,"Wheat","Dryland","High N","3",12.3,0,0
"3649",2015-09-13,0,"Wheat","Dryland","Median N","4",15.8,0,0
"3650",2015-09-13,0,"Wheat","Irrigated","Median N","4",15.8,0,0
"3651",2015-09-13,0,"Wheat","Irrigated","High N","2",15.8,0,0
"3652",2015-09-13,0,"Wheat","Dryland","Median N","1",15.8,0,0
"3653",2015-09-13,0,"Wheat","Dryland","High N","2",15.8,0,0
"3654",2015-09-13,0,"Wheat","Irrigated","Low N","1",15.8,0,0
"3655",2015-09-13,0,"Wheat","Dryland","High N","1",15.8,0,0
"3656",2015-09-13,0,"Wheat","Irrigated","Median N","3",15.8,0,0
"3657",2015-09-13,0.0262522700969193,"Wheat","Dryland","Low N","4",15.8,0.414785867531325,0.724333910643131
"3658",2015-09-13,0.0158167139116777,"Wheat","Irrigated","Low N","2",15.8,0.249904079804508,0.379728301346737
"3659",2015-09-13,0,"Wheat","Dryland","High N","4",15.8,0,0
"3660",2015-09-13,0.0186071258138798,"Wheat","Dryland","Low N","1",15.8,0.293992587859301,0.467202565966569
"3661",2015-09-13,0,"Wheat","Irrigated","Median N","2",15.8,0,0
"3662",2015-09-13,0,"Wheat","Irrigated","High N","1",15.8,0,0
"3663",2015-09-13,0.00860692829840367,"Wheat","Irrigated","Low N","4",15.8,0.135989467114778,0.135989467114778
"3664",2015-09-13,0,"Wheat","Irrigated","High N","4",15.8,0,0
"3665",2015-09-13,0,"Wheat","Irrigated","Median N","1",15.8,0,0
"3666",2015-09-13,0.00814778474948137,"Wheat","Dryland","Low N","3",15.8,0.128734999041806,0.128734999041806
"3667",2015-09-13,0,"Wheat","Dryland","Median N","3",15.8,0,0
"3668",2015-09-13,0,"Wheat","Irrigated","High N","3",15.8,0,0
"3669",2015-09-13,0,"Wheat","Dryland","Median N","2",15.8,0,0
"3670",2015-09-13,0.0176237189407887,"Wheat","Dryland","Low N","2",15.8,0.278454759264462,0.450203510757509
"3671",2015-09-13,0,"Wheat","Dryland","High N","3",15.8,0,0
"3672",2015-09-13,0,"Wheat","Irrigated","Low N","3",15.8,0,0
"3673",2015-09-14,0,"Wheat","Dryland","Median N","1",13.8,0,0
"3674",2015-09-14,0,"Wheat","Dryland","High N","1",13.8,0,0
"3675",2015-09-14,0,"Wheat","Irrigated","High N","2",13.8,0,0
"3676",2015-09-14,0,"Wheat","Dryland","Median N","3",13.8,0,0
"3677",2015-09-14,0,"Wheat","Irrigated","Median N","3",13.8,0,0
"3678",2015-09-14,0.0173457462082949,"Wheat","Irrigated","Low N","4",13.8,0.23937129767447,0.375360764789248
"3679",2015-09-14,0.0225149804963117,"Wheat","Irrigated","Low N","2",13.8,0.310706730849101,0.690435032195838
"3680",2015-09-14,0,"Wheat","Irrigated","High N","1",13.8,0,0
"3681",2015-09-14,0.0257257015701911,"Wheat","Dryland","Low N","1",13.8,0.355014681668637,0.822217247635206
"3682",2015-09-14,0,"Wheat","Dryland","High N","2",13.8,0,0
"3683",2015-09-14,0.00937609875948939,"Wheat","Irrigated","Low N","3",13.8,0.129390162880954,0.129390162880954
"3684",2015-09-14,0.024080081013146,"Wheat","Dryland","Low N","2",13.8,0.332305117981415,0.782508628738924
"3685",2015-09-14,0,"Wheat","Irrigated","High N","3",13.8,0,0
"3686",2015-09-14,0,"Wheat","Irrigated","Low N","1",13.8,0,0
"3687",2015-09-14,0.004331638384832,"Wheat","Dryland","Median N","2",13.8,0.0597766097106816,0.0597766097106816
"3688",2015-09-14,0,"Wheat","Irrigated","Median N","1",13.8,0,0
"3689",2015-09-14,0.00454488693327378,"Wheat","Dryland","Median N","4",13.8,0.0627194396791782,0.0627194396791782
"3690",2015-09-14,0,"Wheat","Irrigated","Median N","4",13.8,0,0
"3691",2015-09-14,0,"Wheat","Irrigated","High N","4",13.8,0,0
"3692",2015-09-14,0,"Wheat","Dryland","High N","3",13.8,0,0
"3693",2015-09-14,0,"Wheat","Dryland","High N","4",13.8,0,0
"3694",2015-09-14,0,"Wheat","Irrigated","Median N","2",13.8,0,0
"3695",2015-09-14,0.0175071225448043,"Wheat","Dryland","Low N","3",13.8,0.241598291118299,0.370333290160105
"3696",2015-09-14,0.0345854594275605,"Wheat","Dryland","Low N","4",13.8,0.477279340100335,1.20161325074347
"3697",2015-09-15,0.00706900086599909,"Wheat","Irrigated","Low N","1",15,0.106035012989986,0.106035012989986
"3698",2015-09-15,0,"Wheat","Irrigated","High N","2",15,0,0
"3699",2015-09-15,0.00341759248692315,"Wheat","Dryland","Median N","1",15,0.0512638873038472,0.0512638873038472
"3700",2015-09-15,0.00311144251550941,"Wheat","Dryland","Median N","3",15,0.0466716377326412,0.0466716377326412
"3701",2015-09-15,0.0328442773265024,"Wheat","Dryland","Low N","1",15,0.492664159897536,1.31488140753274
"3702",2015-09-15,0.0260845641181862,"Wheat","Irrigated","Low N","4",15,0.391268461772793,0.766629226562041
"3703",2015-09-15,0,"Wheat","Dryland","High N","1",15,0,0
"3704",2015-09-15,0.0268664603401273,"Wheat","Dryland","Low N","3",15,0.402996905101909,0.773330195262014
"3705",2015-09-15,0.0119441811539759,"Wheat","Dryland","Median N","2",15,0.179162717309639,0.23893932702032
"3706",2015-09-15,0.00247939943006355,"Wheat","Irrigated","Median N","3",15,0.0371909914509533,0.0371909914509533
"3707",2015-09-15,0,"Wheat","Irrigated","High N","1",15,0,0
"3708",2015-09-15,0,"Wheat","Irrigated","High N","3",15,0,0
"3709",2015-09-15,0,"Wheat","Irrigated","High N","4",15,0,0
"3710",2015-09-15,0,"Wheat","Dryland","High N","2",15,0,0
"3711",2015-09-15,0.019018739007362,"Wheat","Irrigated","Low N","3",15,0.28528108511043,0.414671247991384
"3712",2015-09-15,0.0429186487582017,"Wheat","Dryland","Low N","4",15,0.643779731373025,1.84539298211649
"3713",2015-09-15,0.00397933943395978,"Wheat","Irrigated","Median N","1",15,0.0596900915093967,0.0596900915093967
"3714",2015-09-15,0.0305364430855032,"Wheat","Dryland","Low N","2",15,0.458046646282548,1.24055527502147
"3715",2015-09-15,0,"Wheat","Irrigated","Median N","4",15,0,0
"3716",2015-09-15,0.0116952622644048,"Wheat","Dryland","Median N","4",15,0.175428933966072,0.23814837364525
"3717",2015-09-15,0,"Wheat","Dryland","High N","4",15,0,0
"3718",2015-09-15,0,"Wheat","Irrigated","Median N","2",15,0,0
"3719",2015-09-15,0,"Wheat","Dryland","High N","3",15,0,0
"3720",2015-09-15,0.0292132470809457,"Wheat","Irrigated","Low N","2",15,0.438198706214185,1.12863373841002
"3721",2015-09-16,0.0160160617205448,"Wheat","Irrigated","Low N","1",10.1,0.161762223377502,0.267797236367489
"3722",2015-09-16,0,"Wheat","Irrigated","High N","2",10.1,0,0
"3723",2015-09-16,0.0109810305961736,"Wheat","Irrigated","Median N","3",10.1,0.110908409021353,0.148099400472307
"3724",2015-09-16,0.0102831450529088,"Wheat","Dryland","Median N","3",10.1,0.103859765034379,0.15053140276702
"3725",2015-09-16,0.0348233820280774,"Wheat","Irrigated","Low N","4",10.1,0.351716158483582,1.11834538504562
"3726",2015-09-16,0,"Wheat","Irrigated","High N","1",10.1,0,0
"3727",2015-09-16,0.010596683328291,"Wheat","Dryland","Median N","1",10.1,0.107026501615739,0.158290388919586
"3728",2015-09-16,0.0399628530828137,"Wheat","Dryland","Low N","1",10.1,0.403624816136418,1.71850622366916
"3729",2015-09-16,0.00638675027410779,"Wheat","Dryland","High N","2",10.1,0.0645061777684887,0.0645061777684887
"3730",2015-09-16,0.0286613792552347,"Wheat","Irrigated","Low N","3",10.1,0.28947993047787,0.704151178469254
"3731",2015-09-16,0,"Wheat","Dryland","High N","4",10.1,0,0
"3732",2015-09-16,0,"Wheat","Irrigated","High N","4",10.1,0,0
"3733",2015-09-16,0.0195567239231199,"Wheat","Dryland","Median N","2",10.1,0.197522911623511,0.436462238643831
"3734",2015-09-16,0.0512518380888429,"Wheat","Dryland","Low N","4",10.1,0.517643564697313,2.3630365468138
"3735",2015-09-16,0.0362257981354503,"Wheat","Dryland","Low N","3",10.1,0.365880561168048,1.13921075643006
"3736",2015-09-16,0,"Wheat","Dryland","High N","1",10.1,0,0
"3737",2015-09-16,0,"Wheat","Irrigated","Median N","4",10.1,0,0
"3738",2015-09-16,0.0369928051578605,"Wheat","Dryland","Low N","2",10.1,0.373627332094391,1.61418260711586
"3739",2015-09-16,0,"Wheat","Irrigated","High N","3",10.1,0,0
"3740",2015-09-16,0.0128378220798752,"Wheat","Irrigated","Median N","1",10.1,0.12966200300674,0.189352094516136
"3741",2015-09-16,0.0359115136655797,"Wheat","Irrigated","Low N","2",10.1,0.362706288022355,1.49134002643238
"3742",2015-09-16,0.0188456375955359,"Wheat","Dryland","Median N","4",10.1,0.190340939714913,0.428489313360163
"3743",2015-09-16,0.00534261167653221,"Wheat","Irrigated","Median N","2",10.1,0.0539603779329753,0.0539603779329753
"3744",2015-09-16,0,"Wheat","Dryland","High N","3",10.1,0,0
"3745",2015-09-17,0.047081428839125,"Wheat","Dryland","Low N","1",15.6,0.73447028989035,2.45297651355951
"3746",2015-09-17,0,"Wheat","Irrigated","High N","2",15.6,0,0
"3747",2015-09-17,0,"Wheat","Dryland","High N","1",15.6,0,0
"3748",2015-09-17,0.0177757741696588,"Wheat","Dryland","Median N","1",15.6,0.277302077046677,0.435592465966264
"3749",2015-09-17,0,"Wheat","Irrigated","High N","1",15.6,0,0
"3750",2015-09-17,0.0168278946007655,"Wheat","Dryland","High N","2",15.6,0.262515155771942,0.32702133354043
"3751",2015-09-17,0.0435621999379687,"Wheat","Irrigated","Low N","4",15.6,0.679570319032312,1.79791570407793
"3752",2015-09-17,0.0383040195031073,"Wheat","Irrigated","Low N","3",15.6,0.597542704248474,1.30169388271773
"3753",2015-09-17,0.0455851359307732,"Wheat","Dryland","Low N","3",15.6,0.711128120520062,1.85033887695012
"3754",2015-09-17,0.0216963047257907,"Wheat","Irrigated","Median N","1",15.6,0.338462353722335,0.527814448238471
"3755",2015-09-17,0.0174548475903081,"Wheat","Dryland","Median N","3",15.6,0.272295622408806,0.422827025175826
"3756",2015-09-17,0,"Wheat","Irrigated","High N","4",15.6,0,0
"3757",2015-09-17,0.0013157880742317,"Wheat","Irrigated","High N","3",15.6,0.0205262939580145,0.0205262939580145
"3758",2015-09-17,0.025996012926667,"Wheat","Dryland","Median N","4",15.6,0.405537801656005,0.834027115016168
"3759",2015-09-17,0.0271692666922638,"Wheat","Dryland","Median N","2",15.6,0.423840560399315,0.860302799043146
"3760",2015-09-17,0.0249631225750905,"Wheat","Irrigated","Low N","1",15.6,0.389424712171412,0.657221948538901
"3761",2015-09-17,0.0434491672302178,"Wheat","Dryland","Low N","2",15.6,0.677807008791398,2.29198961590726
"3762",2015-09-17,0,"Wheat","Dryland","High N","3",15.6,0,0
"3763",2015-09-17,0.0194826617622837,"Wheat","Irrigated","Median N","3",15.6,0.303929523491626,0.452028923963932
"3764",2015-09-17,0.0426097802502137,"Wheat","Irrigated","Low N","2",15.6,0.664712571903334,2.15605259833571
"3765",2015-09-17,0,"Wheat","Irrigated","Median N","4",15.6,0,0
"3766",2015-09-17,0.0133195269584697,"Wheat","Irrigated","Median N","2",15.6,0.207784620552127,0.261744998485103
"3767",2015-09-17,0.0595850274194841,"Wheat","Dryland","Low N","4",15.6,0.929526427743952,3.29256297455776
"3768",2015-09-17,0,"Wheat","Dryland","High N","4",15.6,0,0
"3769",2015-09-18,0.00763393613421665,"Wheat","Irrigated","High N","2",6.5,0.0496205848724082,0.0496205848724082
"3770",2015-09-18,0.0523010178478599,"Wheat","Irrigated","Low N","4",6.5,0.339956616011089,2.13787232008902
"3771",2015-09-18,0.0249548650110266,"Wheat","Dryland","Median N","1",6.5,0.162206622571673,0.597799088537937
"3772",2015-09-18,0.0542000045954364,"Wheat","Dryland","Low N","1",6.5,0.352300029870337,2.80527654342985
"3773",2015-09-18,0.0347818094614077,"Wheat","Dryland","Median N","2",6.5,0.22608176149915,1.0863845605423
"3774",2015-09-18,0.0499055293025751,"Wheat","Dryland","Low N","2",6.5,0.324385940466738,2.616375556374
"3775",2015-09-18,0.0246265501277075,"Wheat","Dryland","Median N","3",6.5,0.160072575830099,0.582899601005925
"3776",2015-09-18,0.0279842929283937,"Wheat","Irrigated","Median N","3",6.5,0.181897904034559,0.633926827998491
"3777",2015-09-18,0.0549444737260962,"Wheat","Dryland","Low N","3",6.5,0.357139079219625,2.20747795616975
"3778",2015-09-18,0.0272690389274232,"Wheat","Dryland","High N","2",6.5,0.177248753028251,0.504270086568681
"3779",2015-09-18,0.0479466597509799,"Wheat","Irrigated","Low N","3",6.5,0.311653288381369,1.6133471710991
"3780",2015-09-18,0.012501777550235,"Wheat","Irrigated","High N","3",6.5,0.0812615540765275,0.101787848034542
"3781",2015-09-18,0.033146388257798,"Wheat","Dryland","Median N","4",6.5,0.215451523675687,1.04947863869185
"3782",2015-09-18,0.0212964422404072,"Wheat","Irrigated","Median N","2",6.5,0.138426874562647,0.400171873047749
"3783",2015-09-18,0.00909057323208727,"Wheat","Dryland","High N","3",6.5,0.0590887260085673,0.0590887260085673
"3784",2015-09-18,0.0021991989885644,"Wheat","Dryland","High N","4",6.5,0.0142947934256686,0.0142947934256686
"3785",2015-09-18,0.0305547873717061,"Wheat","Irrigated","Median N","1",6.5,0.19860611791609,0.726420566154561
"3786",2015-09-18,0,"Wheat","Irrigated","High N","4",6.5,0,0
"3787",2015-09-18,0.00321231189514151,"Wheat","Dryland","High N","1",6.5,0.0208800273184198,0.0208800273184198
"3788",2015-09-18,0.0679182167501252,"Wheat","Dryland","Low N","4",6.5,0.441468408875814,3.73403138343357
"3789",2015-09-18,0.0339101834296362,"Wheat","Irrigated","Low N","1",6.5,0.220416192292635,0.877638140831536
"3790",2015-09-18,0,"Wheat","Irrigated","Median N","4",6.5,0,0
"3791",2015-09-18,0.0493080468348477,"Wheat","Irrigated","Low N","2",6.5,0.32050230442651,2.47655490276222
"3792",2015-09-18,0,"Wheat","Irrigated","High N","1",6.5,0,0
"3793",2015-09-19,0.0423943522305517,"Wheat","Dryland","Median N","2",14.3,0.606239236896889,1.69262379743919
"3794",2015-09-19,0.0321339558523945,"Wheat","Dryland","Median N","1",14.3,0.459515568689241,1.05731465722718
"3795",2015-09-19,0.0563618913749323,"Wheat","Dryland","Low N","2",14.3,0.805975046661532,3.42235060303553
"3796",2015-09-19,0.0610398357577512,"Wheat","Irrigated","Low N","4",14.3,0.872869651335842,3.01074197142487
"3797",2015-09-19,0.000830761867941732,"Wheat","Irrigated","High N","4",14.3,0.0118798947115668,0.0118798947115668
"3798",2015-09-19,0.0575892999988526,"Wheat","Irrigated","Low N","3",14.3,0.823526989983592,2.43687416108269
"3799",2015-09-19,0.0613185803517477,"Wheat","Dryland","Low N","1",14.3,0.876855699029992,3.68213224245984
"3800",2015-09-19,0.0317982526651068,"Wheat","Dryland","Median N","3",14.3,0.454715013111027,1.03761461411695
"3801",2015-09-19,0.0204804125132958,"Wheat","Irrigated","High N","2",14.3,0.29286989894013,0.342490483812538
"3802",2015-09-19,0.0292733575223446,"Wheat","Irrigated","Median N","2",14.3,0.418609012569528,0.818780885617277
"3803",2015-09-19,0.0364859240945038,"Wheat","Irrigated","Median N","3",14.3,0.521748714551404,1.1556755425499
"3804",2015-09-19,0.0377101832540808,"Wheat","Dryland","High N","2",14.3,0.539255620533355,1.04352570710204
"3805",2015-09-19,0.00984132734699018,"Wheat","Irrigated","High N","1",14.3,0.14073098106196,0.14073098106196
"3806",2015-09-19,0.0643038115214192,"Wheat","Dryland","Low N","3",14.3,0.919544504756295,3.12702246092604
"3807",2015-09-19,0.0236877670262383,"Wheat","Irrigated","High N","3",14.3,0.338735068475208,0.44052291650975
"3808",2015-09-19,0.0199384973146342,"Wheat","Dryland","High N","3",14.3,0.285120511599269,0.344209237607836
"3809",2015-09-19,0.0402967635889291,"Wheat","Dryland","Median N","4",14.3,0.576243719321686,1.62572235801354
"3810",2015-09-19,0.042857244284182,"Wheat","Irrigated","Low N","1",14.3,0.612858593263803,1.49049673409534
"3811",2015-09-19,0.0116687063325751,"Wheat","Dryland","High N","4",14.3,0.166862500555824,0.181157293981493
"3812",2015-09-19,0.0560063134194817,"Wheat","Irrigated","Low N","2",14.3,0.800890281898588,3.27744518466081
"3813",2015-09-19,0.00783869032955074,"Wheat","Irrigated","Median N","4",14.3,0.112093271712576,0.112093271712576
"3814",2015-09-19,0.0394132700176216,"Wheat","Irrigated","Median N","1",14.3,0.563609761251989,1.29003032740655
"3815",2015-09-19,0.0762514060807664,"Wheat","Dryland","Low N","4",14.3,1.09039510695496,4.82442649038853
"3816",2015-09-19,0.0156659844299503,"Wheat","Dryland","High N","1",14.3,0.224023577348289,0.244903604666709
"3817",2015-09-20,0.0389699552025061,"Wheat","Dryland","Median N","3",10.3,0.401390538585813,1.43900515270277
"3818",2015-09-20,0.0481513275807385,"Wheat","Dryland","High N","2",10.3,0.495958674081607,1.53948438118364
"3819",2015-09-20,0.0348737565022416,"Wheat","Irrigated","High N","3",10.3,0.359199691973089,0.799722608482838
"3820",2015-09-20,0.0159697481550945,"Wheat","Irrigated","Median N","4",10.3,0.164488405997473,0.276581677710049
"3821",2015-09-20,0.0672319402467252,"Wheat","Irrigated","Low N","3",10.3,0.69248898454127,3.12936314562396
"3822",2015-09-20,0.0223499725186826,"Wheat","Irrigated","High N","1",10.3,0.230204716942431,0.37093569800439
"3823",2015-09-20,0.0500068949996956,"Wheat","Dryland","Median N","2",10.3,0.515071018496865,2.20769481593605
"3824",2015-09-20,0.0628182534472896,"Wheat","Dryland","Low N","2",10.3,0.647028010507083,4.06937861354261
"3825",2015-09-20,0.068437156108059,"Wheat","Dryland","Low N","1",10.3,0.704902707913008,4.38703495037285
"3826",2015-09-20,0.0393130466937623,"Wheat","Dryland","Median N","1",10.3,0.404924380945752,1.46223903817293
"3827",2015-09-20,0.0736631493167421,"Wheat","Dryland","Low N","3",10.3,0.758730437962444,3.88575289888849
"3828",2015-09-20,0.0697786536676424,"Wheat","Irrigated","Low N","4",10.3,0.718720132776717,3.72946210420158
"3829",2015-09-20,0.0372502728042821,"Wheat","Irrigated","Median N","2",10.3,0.383677809884106,1.20245869550138
"3830",2015-09-20,0.0307864213971812,"Wheat","Dryland","High N","3",10.3,0.317100140390966,0.661309377998803
"3831",2015-09-20,0.0211382136765859,"Wheat","Dryland","High N","4",10.3,0.217723600868835,0.398880894850327
"3832",2015-09-20,0.0845845954114076,"Wheat","Dryland","Low N","4",10.3,0.871221332737498,5.69564782312603
"3833",2015-09-20,0.048271752663537,"Wheat","Irrigated","Median N","1",10.3,0.497199052434431,1.78722937984098
"3834",2015-09-20,0.0111055845170728,"Wheat","Irrigated","High N","4",10.3,0.11438752052585,0.126267415237417
"3835",2015-09-20,0.0281196569647592,"Wheat","Dryland","High N","1",10.3,0.28963246673702,0.534536071403729
"3836",2015-09-20,0.0449875552606138,"Wheat","Irrigated","Median N","3",10.3,0.463371819184322,1.61904736173422
"3837",2015-09-20,0.0627045800041157,"Wheat","Irrigated","Low N","2",10.3,0.645857174042392,3.9233023587032
"3838",2015-09-20,0.033326888892375,"Wheat","Irrigated","High N","2",10.3,0.343266955591463,0.685757439404001
"3839",2015-09-20,0.0474471389200601,"Wheat","Dryland","Median N","4",10.3,0.488705530876619,2.11442788889016
"3840",2015-09-20,0.0518043051387277,"Wheat","Irrigated","Low N","1",10.3,0.533584342928895,2.02408107702423
"3841",2015-09-21,0.0768745804945979,"Wheat","Irrigated","Low N","3",9.1,0.699558682500841,3.8289218281248
"3842",2015-09-21,0.0460597459782449,"Wheat","Irrigated","High N","3",9.1,0.419143688402029,1.21886629688487
"3843",2015-09-21,0.0241008059806383,"Wheat","Irrigated","Median N","4",9.1,0.219317334423809,0.495899012133857
"3844",2015-09-21,0.0213804071662038,"Wheat","Irrigated","High N","4",9.1,0.194561705212455,0.320829120449871
"3845",2015-09-21,0.0755557318643703,"Wheat","Dryland","Low N","1",9.1,0.68755715996577,5.07459211033862
"3846",2015-09-21,0.0692746155196469,"Wheat","Dryland","Low N","2",9.1,0.630399001228787,4.6997776147714
"3847",2015-09-21,0.0576194377688395,"Wheat","Dryland","Median N","2",9.1,0.524336883696439,2.73203169963249
"3848",2015-09-21,0.0452271880862196,"Wheat","Irrigated","Median N","2",9.1,0.411567411584598,1.61402610708598
"3849",2015-09-21,0.0461416577399055,"Wheat","Dryland","Median N","3",9.1,0.41988908543314,1.85889423813591
"3850",2015-09-21,0.0416343454797281,"Wheat","Dryland","High N","3",9.1,0.378872543865526,1.04018192186433
"3851",2015-09-21,0.0348586176903751,"Wheat","Irrigated","High N","1",9.1,0.317213420982413,0.688149118986804
"3852",2015-09-21,0.0929177847420488,"Wheat","Dryland","Low N","4",9.1,0.845551841152644,6.54119966427867
"3853",2015-09-21,0.0785174715775337,"Wheat","Irrigated","Low N","4",9.1,0.714508991355557,4.44397109555714
"3854",2015-09-21,0.0585924719073962,"Wheat","Dryland","High N","2",9.1,0.533191494357305,2.07267587554095
"3855",2015-09-21,0.0464921375351301,"Wheat","Dryland","Median N","1",9.1,0.423078451569684,1.88531748974261
"3856",2015-09-21,0.0461733652714541,"Wheat","Irrigated","High N","2",9.1,0.420177623970232,1.10593506337423
"3857",2015-09-21,0.0306077210205967,"Wheat","Dryland","High N","4",9.1,0.27853026128743,0.677411156137757
"3858",2015-09-21,0.0830224871120651,"Wheat","Dryland","Low N","3",9.1,0.755504632719792,4.64125753160828
"3859",2015-09-21,0.0545975142511912,"Wheat","Dryland","Median N","4",9.1,0.49683737968584,2.611265268576
"3860",2015-09-21,0.0571302353094525,"Wheat","Irrigated","Median N","1",9.1,0.519885141316018,2.307114521157
"3861",2015-09-21,0.0534891864267239,"Wheat","Irrigated","Median N","3",9.1,0.486751596483187,2.10579895821741
"3862",2015-09-21,0.0607513659932734,"Wheat","Irrigated","Low N","1",9.1,0.552837430538788,2.57691850756302
"3863",2015-09-21,0.0405733294995681,"Wheat","Dryland","High N","1",9.1,0.36921729844607,0.903753369849799
"3864",2015-09-21,0.0694028465887497,"Wheat","Irrigated","Low N","2",9.1,0.631565903957622,4.55486826266082
"3865",2015-09-22,0.0316552298153349,"Wheat","Irrigated","High N","4",11.9,0.376697234802485,0.697526355252357
"3866",2015-09-22,0.0757309775920042,"Wheat","Dryland","Low N","2",11.9,0.90119863334485,5.60097624811625
"3867",2015-09-22,0.0690336162340539,"Wheat","Dryland","High N","2",11.9,0.821500033185241,2.89417590872619
"3868",2015-09-22,0.0826743076206817,"Wheat","Dryland","Low N","1",11.9,0.983824260686112,6.05841637102473
"3869",2015-09-22,0.0572457354542482,"Wheat","Irrigated","High N","3",11.9,0.681224251905554,1.90009054879042
"3870",2015-09-22,0.052482269562275,"Wheat","Dryland","High N","3",11.9,0.624539007791073,1.6647209296554
